$X
              [,1]         [,2]         [,3]         [,4]         [,5]
 [1,] 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 [2,] 8.712609e-04 3.192923e-05 1.609351e-03 3.384053e-04 1.182402e-06
 [3,] 2.009089e-03 3.474051e-06 2.405801e-03 1.464181e-03 2.368222e-04
 [4,] 1.214562e-03 1.361686e-04 9.904547e-04 4.919739e-03 7.531715e-05
 [5,] 5.678796e-04 2.987012e-05 1.901576e-03 2.142874e-04 7.173123e-05
 [6,] 5.042156e-04 1.015707e-06 6.982997e-04 8.566293e-04 2.154451e-03
 [7,] 2.234458e-03 1.548673e-05 1.596792e-04 6.593989e-04 5.232036e-04
 [8,] 2.413982e-04 3.317078e-06 1.864645e-03 2.210711e-03 3.622733e-04
 [9,] 4.747330e-04 6.741090e-05 1.694264e-05 5.394400e-04 7.766778e-04
[10,] 1.187903e-04 8.700911e-05 1.603800e-03 1.453989e-03 1.443925e-04
[11,] 1.097954e-03 1.621501e-06 1.032153e-06 2.195436e-03 4.898481e-06
[12,] 5.185869e-04 6.817560e-05 1.063322e-03 1.957679e-03 8.519260e-04
[13,] 2.233509e-03 1.768512e-05 1.037992e-03 1.215467e-04 1.010999e-03
[14,] 1.480398e-03 4.317969e-05 2.910445e-04 8.263586e-04 6.234755e-04
[15,] 1.065240e-03 1.820116e-07 4.637533e-04 1.441971e-03 4.264013e-04
[16,] 2.848643e-05 1.056357e-04 4.918561e-04 2.181319e-03 9.659826e-04
[17,] 8.507649e-04 4.138816e-05 1.163798e-03 2.354671e-03 1.354866e-04
[18,] 6.568122e-04 1.543365e-04 7.983611e-04 2.450075e-04 5.888821e-05
[19,] 8.459424e-04 1.011846e-04 1.299468e-03 1.262230e-03 7.748030e-04
[20,] 1.545343e-03 5.274720e-05 1.978240e-04 4.533284e-04 6.552040e-04
[21,] 2.171754e-03 4.798626e-05 1.227283e-04 8.581855e-04 3.826627e-04
[22,] 2.654344e-03 3.732680e-05 1.584760e-04 6.439179e-04 4.854010e-04
[23,] 2.362812e-04 4.750803e-05 1.053721e-03 3.799852e-04 5.159015e-04
[24,] 8.406649e-04 5.299047e-05 3.753014e-04 2.011898e-04 8.850659e-05
[25,] 7.508511e-04 4.004672e-06 1.541564e-04 9.406425e-04 1.966821e-04
[26,] 5.993217e-04 1.939194e-05 2.243147e-04 3.070474e-03 1.151613e-03
[27,] 1.571908e-04 2.804050e-06 4.286142e-04 6.670062e-04 1.123682e-03
[28,] 6.329752e-04 5.346089e-07 1.178670e-03 1.313714e-03 1.162445e-03
[29,] 3.210694e-04 3.228736e-05 6.758205e-04 1.011596e-03 4.828280e-04
[30,] 8.982026e-04 1.810523e-04 1.748914e-03 2.963913e-04 1.122413e-04
[31,] 9.210933e-04 1.463873e-04 9.778403e-04 1.567790e-03 7.030292e-04
[32,] 3.065133e-04 4.937444e-05 4.181125e-04 4.368679e-03 8.230350e-04
[33,] 2.553417e-04 4.165273e-05 1.552762e-03 1.996421e-03 9.859041e-04
[34,] 4.018461e-03 8.536963e-05 1.998951e-04 3.421158e-04 9.799758e-04
[35,] 9.673846e-04 3.075017e-05 1.666711e-04 2.401597e-03 8.982597e-05
[36,] 2.926030e-03 7.555853e-05 4.528507e-04 7.454618e-04 1.426565e-03
[37,] 1.541998e-04 3.343602e-06 1.321645e-03 1.996525e-04 1.714076e-03
[38,] 8.206172e-05 3.651687e-05 1.528394e-03 8.593333e-05 2.106115e-03
[39,] 7.555674e-04 4.800610e-05 3.637036e-04 3.911261e-04 6.848264e-04
[40,] 2.490917e-03 6.893021e-06 3.597828e-04 1.397197e-03 8.802837e-04
[41,] 3.153393e-04 1.247576e-05 5.836377e-04 6.736921e-04 4.084543e-04
[42,] 3.023293e-04 1.495214e-05 2.267072e-03 2.172107e-03 1.546966e-03
[43,] 2.858709e-04 6.936850e-05 8.736843e-04 3.874219e-04 1.849285e-03
[44,] 6.631503e-04 3.126960e-05 7.711045e-04 2.063501e-04 4.654510e-04
[45,] 7.074679e-05 1.208022e-04 1.261139e-03 3.810424e-03 6.336777e-04
[46,] 5.500931e-04 3.498678e-05 3.852367e-05 5.900256e-04 4.410214e-05
[47,] 3.887292e-04 1.389830e-04 1.394105e-04 5.974165e-04 1.463565e-03
[48,] 2.394506e-04 3.014628e-05 2.450351e-03 3.675725e-04 9.232664e-04
[49,] 1.821590e-04 1.358224e-05 2.380474e-04 7.774018e-04 6.747994e-04
[50,] 2.184925e-03 2.045652e-05 1.266912e-03 2.795720e-03 6.377467e-04
              [,6]         [,7]         [,8]         [,9]        [,10]
 [1,] 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 [2,] 1.813759e-03 8.782198e-04 7.260871e-04 1.000309e-03 6.650165e-04
 [3,] 1.092979e-03 4.547443e-04 5.665311e-05 1.956344e-04 6.527022e-04
 [4,] 6.279752e-04 1.114453e-03 5.848811e-05 7.094780e-04 8.037717e-04
 [5,] 2.479339e-03 1.962286e-03 9.698730e-04 3.645937e-04 6.235629e-04
 [6,] 1.233673e-03 1.009126e-04 1.094348e-03 4.355022e-04 1.865770e-03
 [7,] 5.900360e-03 8.540581e-04 1.444143e-04 2.133148e-03 5.980363e-04
 [8,] 9.017202e-04 9.399883e-04 7.357860e-04 9.401839e-04 6.071486e-05
 [9,] 2.353724e-03 6.803664e-04 5.693043e-04 1.083465e-03 1.789272e-03
[10,] 2.571076e-04 1.783434e-04 1.570933e-03 1.443893e-03 1.425270e-04
[11,] 1.745808e-05 1.844945e-03 1.010131e-04 9.630463e-05 5.374936e-04
[12,] 2.093800e-04 4.649334e-04 5.433702e-04 2.266721e-04 1.239883e-03
[13,] 2.949388e-03 1.925530e-03 2.735428e-03 3.170263e-04 1.305533e-03
[14,] 1.218524e-03 1.133375e-03 2.717408e-03 1.556268e-04 1.068959e-03
[15,] 3.855801e-04 1.933203e-03 2.202669e-03 6.580065e-04 1.499104e-04
[16,] 1.838168e-03 6.006716e-04 6.055289e-04 2.006961e-03 2.841382e-05
[17,] 8.306576e-04 3.222511e-04 1.871348e-04 1.144276e-04 1.986922e-03
[18,] 4.844447e-05 1.379413e-03 2.930910e-04 1.844319e-03 9.393326e-05
[19,] 5.371715e-04 2.944638e-03 1.685025e-03 1.112975e-04 5.420421e-04
[20,] 1.126118e-03 2.170924e-03 1.069378e-03 1.366554e-04 1.285908e-04
[21,] 1.952647e-04 7.618416e-04 5.162695e-04 9.140114e-04 6.899903e-04
[22,] 2.026489e-04 6.075871e-04 2.508126e-03 1.787716e-04 9.093398e-04
[23,] 1.145908e-03 5.976428e-04 1.083043e-03 9.233537e-04 4.042337e-04
[24,] 3.058214e-03 9.328078e-06 3.259972e-04 4.242071e-04 5.804942e-04
