$X
              [,1]         [,2]         [,3]         [,4]         [,5]
 [1,] 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 [2,] 1.392975e-03 2.158766e-05 7.461353e-04 4.045189e-04 1.019689e-03
 [3,] 1.782248e-03 8.185200e-05 4.658884e-04 1.088723e-04 2.847339e-04
 [4,] 2.145248e-03 7.164413e-05 4.758129e-04 5.138976e-04 4.442645e-05
 [5,] 3.120400e-03 6.146573e-05 4.819055e-04 2.384930e-04 3.511492e-04
 [6,] 2.178905e-03 1.454992e-05 9.531391e-04 1.569356e-03 5.654271e-04
 [7,] 6.199025e-04 6.993428e-05 8.129417e-05 2.400269e-03 1.191344e-03
 [8,] 3.655092e-04 8.769335e-06 1.476621e-03 4.452530e-03 1.974654e-03
 [9,] 2.254709e-04 1.717606e-05 1.692263e-03 1.304854e-03 7.280292e-04
[10,] 6.679116e-04 2.659005e-05 1.744561e-03 1.928746e-04 3.411929e-04
[11,] 3.854974e-03 5.853316e-05 1.381639e-05 4.065151e-04 4.105401e-04
[12,] 4.000802e-04 8.397426e-05 6.029649e-04 6.137474e-04 1.040169e-03
[13,] 3.793794e-04 3.367656e-05 1.046497e-04 1.975199e-03 9.130406e-04
[14,] 4.239306e-04 5.998370e-05 3.142306e-03 6.853635e-04 5.317580e-04
[15,] 3.414776e-04 8.533147e-06 2.842201e-04 1.225697e-03 2.059409e-04
[16,] 4.365777e-04 7.772131e-06 4.960151e-04 2.301904e-03 2.022309e-03
[17,] 5.834629e-04 7.005690e-06 1.216558e-04 2.255525e-04 8.028295e-04
[18,] 4.694070e-04 1.959182e-05 1.781888e-04 1.799766e-03 2.496087e-04
[19,] 2.145034e-03 2.886795e-05 3.611884e-04 1.114425e-03 1.366540e-03
[20,] 1.120443e-03 6.129289e-05 5.300701e-04 1.569432e-03 7.575398e-04
[21,] 2.985040e-04 4.550992e-05 2.402651e-03 8.840297e-04 4.607243e-05
[22,] 3.019985e-03 6.381576e-05 1.580389e-03 4.059715e-03 1.016875e-03
[23,] 1.344075e-05 1.003386e-05 7.250852e-04 1.790724e-03 3.736839e-03
[24,] 1.422484e-03 2.664866e-05 2.219405e-04 9.232248e-04 5.254424e-04
[25,] 3.673727e-03 5.140721e-05 1.474016e-04 2.894671e-03 5.183651e-04
[26,] 5.720493e-04 4.164911e-06 2.907246e-05 3.292520e-05 3.502994e-03
[27,] 3.667590e-04 1.411672e-05 1.395621e-04 7.545036e-04 3.024794e-04
[28,] 1.163622e-03 3.730866e-05 5.250415e-04 2.086990e-04 1.281149e-03
[29,] 2.352205e-03 2.354624e-05 2.730291e-04 1.199859e-03 7.838709e-04
[30,] 1.846215e-03 3.228278e-05 3.729166e-04 3.486189e-04 8.950582e-05
[31,] 9.358199e-04 1.042783e-05 1.049709e-03 2.038436e-03 2.726417e-04
[32,] 8.705301e-04 1.252710e-05 6.330964e-04 8.584989e-04 6.975964e-05
[33,] 7.995971e-04 6.849310e-05 6.542678e-04 4.807290e-04 1.160655e-03
[34,] 1.388218e-03 1.961128e-05 6.168004e-04 7.198034e-04 1.862976e-03
[35,] 3.418441e-03 6.030069e-06 9.718457e-04 1.613654e-04 1.656528e-03
[36,] 1.027929e-03 6.474682e-05 1.794144e-03 1.365618e-04 5.790618e-04
[37,] 2.037596e-04 3.289852e-05 3.870565e-05 6.453323e-04 2.413639e-04
[38,] 6.503997e-04 1.634875e-05 1.105606e-03 4.440166e-03 1.187890e-03
[39,] 1.067070e-03 3.580321e-05 4.440746e-04 8.341959e-04 5.932635e-04
[40,] 8.371891e-04 3.477864e-05 8.544613e-05 3.185761e-03 1.550659e-04
[41,] 1.962940e-03 1.206687e-04 4.847150e-04 1.460991e-03 3.874783e-04
[42,] 3.982397e-04 2.214028e-05 2.252183e-03 8.472005e-04 6.922492e-04
[43,] 3.466904e-04 2.935106e-06 9.631422e-04 4.559336e-03 9.106012e-04
[44,] 1.386267e-06 8.621746e-06 1.392532e-04 8.061008e-05 1.855324e-03
[45,] 4.238721e-05 1.583763e-06 1.133662e-03 5.115371e-05 2.704549e-04
[46,] 2.220292e-03 7.700283e-05 1.413529e-03 2.270349e-03 1.826768e-03
[47,] 3.498732e-04 2.573420e-05 3.270828e-04 1.098014e-03 2.673120e-03
[48,] 3.966139e-03 1.507055e-04 4.932260e-04 1.879433e-04 1.271584e-04
[49,] 1.825142e-03 8.403603e-05 1.809207e-04 4.053194e-04 8.942937e-04
[50,] 9.811379e-04 3.279051e-05 1.739876e-05 3.442165e-04 9.147904e-04
              [,6]         [,7]         [,8]         [,9]        [,10]
 [1,] 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 [2,] 3.402563e-04 9.373237e-04 2.920535e-04 2.937291e-04 4.107433e-04
 [3,] 2.375910e-04 8.835005e-04 7.333622e-04 5.894413e-05 2.972415e-04
 [4,] 3.754068e-04 3.794997e-03 1.469794e-03 1.850558e-05 3.852379e-04
 [5,] 1.281369e-04 1.017638e-03 4.074066e-04 9.970224e-04 1.978255e-03
 [6,] 3.979761e-04 3.624667e-04 8.794417e-04 4.399447e-05 2.124859e-04
 [7,] 3.365542e-04 3.212063e-03 6.470383e-04 1.652943e-03 7.384355e-04
 [8,] 1.639075e-04 1.450291e-04 6.830287e-04 1.084939e-04 1.131622e-03
 [9,] 7.876526e-04 4.660158e-03 2.183775e-03 6.634045e-04 6.446599e-04
[10,] 3.860686e-04 3.002341e-04 2.524830e-04 1.336499e-04 2.582679e-03
[11,] 2.895769e-03 8.892092e-04 5.267678e-04 1.429409e-03 5.894318e-04
[12,] 1.491083e-03 1.059963e-03 4.430900e-04 1.479100e-03 6.697107e-06
[13,] 9.616266e-04 4.642400e-04 4.253042e-04 1.822068e-03 3.191614e-03
[14,] 2.218814e-05 8.692554e-04 1.357785e-04 8.227658e-04 1.991103e-04
[15,] 1.852349e-04 8.117652e-04 9.885696e-06 1.507237e-04 1.212315e-03
[16,] 2.142574e-03 9.833681e-04 1.388682e-04 9.990116e-04 6.570548e-05
[17,] 5.473919e-04 1.778696e-03 1.256648e-04 7.408682e-04 2.666453e-04
[18,] 3.778690e-04 6.788471e-04 8.692597e-05 5.144804e-04 1.354920e-03
[19,] 2.365463e-04 1.047574e-03 3.820293e-04 5.184369e-04 1.388758e-03
[20,] 2.599567e-04 5.677221e-03 3.055317e-05 8.426798e-04 3.088609e-04
[21,] 4.874007e-04 2.323977e-06 2.044947e-05 2.011224e-03 5.348163e-04
[22,] 1.088781e-03 9.119667e-05 9.143540e-04 5.598440e-04 1.468307e-03
[23,] 1.110067e-03 2.954418e-03 6.202639e-04 7.458530e-05 4.117285e-04
[24,] 2.448235e-04 6.875146e-04 3.901804e-04 6.287344e-04 3.866886e-04
[25,] 3.051993e-04 2.177749e-04 2.381841e-04 2.470181e-04 1.593830e-04
[26,] 9.685213e-04 2.286177e-03 2.234429e-03 7.985925e-04 1.811070e-04
[27,] 8.970965e-04 2.887187e-04 9.289686e-04 2.900191e-04 3.104111e-03
[28,] 2.043756e-03 2.606920e-04 8.857083e-04 1.472362e-03 4.131604e-04
[29,] 5.328755e-04 1.714613e-03 7.138715e-04 1.472038e-03 9.372458e-05
[30,] 5.973443e-04 3.878972e-04 1.964546e-03 1.248975e-03 1.188135e-03
[31,] 1.103521e-03 1.644753e-03 2.060530e-03 2.246429e-04 9.537469e-04
[32,] 1.058338e-04 4.350410e-04 2.735222e-04 1.300130e-04 1.510710e-03
[33,] 9.408335e-04 2.570086e-03 5.492293e-04 1.789285e-04 1.473470e-03
[34,] 1.077994e-03 2.920701e-03 8.042786e-05 3.662524e-04 1.248795e-03
[35,] 1.678279e-04 9.488750e-04 1.025931e-03 1.586341e-03 2.479067e-04
[36,] 2.414759e-03 2.343448e-03 3.021013e-04 8.053875e-04 2.393639e-04
[37,] 3.042646e-04 2.731892e-03 3.108221e-03 2.621397e-04 2.619061e-03
[38,] 1.163450e-04 4.197551e-05 1.051837e-03 1.746642e-04 1.882159e-03
[39,] 3.105988e-04 5.723649e-04 1.236584e-03 1.013251e-04 3.867923e-06
[40,] 1.605009e-03 5.142528e-04 1.024522e-03 1.450415e-03 4.993204e-04
[41,] 7.657233e-04 1.107538e-03 1.066038e-03 1.792278e-03 6.334781e-05
[42,] 8.679626e-04 1.481589e-03 9.428808e-04 1.288796e-04 6.866246e-05
[43,] 4.370331e-05 7.173774e-04 2.192473e-04 4.225985e-04 2.750235e-03
[44,] 6.844126e-04 4.476402e-03 1.179082e-03 1.237926e-03 1.647358e-04
[45,] 6.590817e-04 5.926990e-04 4.322338e-04 2.381689e-04 1.024479e-03
[46,] 9.611010e-04 2.971600e-04 8.590775e-04 3.032311e-04 6.510507e-04
[47,] 5.331367e-04 1.176507e-03 8.995416e-04 3.669479e-04 1.017274e-06
[48,] 9.388835e-04 6.398515e-04 4.716019e-05 3.057662e-04 2.420004e-04
[49,] 2.157635e-03 1.968094e-03 5.994970e-05 1.286631e-03 2.318947e-04
[50,] 3.999991e-04 1.039920e-03 4.131789e-04 1.575138e-03 4.261423e-04
             [,11]        [,12]        [,13]        [,14]        [,15]
 [1,] 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 [2,] 1.310963e-03 6.173950e-05 1.497749e-04 1.500480e-04 8.353052e-04
 [3,] 1.697179e-04 3.745923e-04 1.225349e-03 1.167195e-03 1.996447e-03
 [4,] 3.455797e-04 5.304063e-04 3.285319e-04 6.604359e-04 7.178841e-04
 [5,] 2.999025e-03 1.088800e-03 4.938023e-04 1.467736e-04 4.179079e-04
 [6,] 6.435542e-04 5.722304e-04 3.763721e-03 2.623140e-04 5.265427e-04
 [7,] 7.560126e-05 8.865106e-04 1.622026e-03 6.314559e-05 5.880677e-04
 [8,] 1.490643e-03 1.060417e-03 1.639324e-03 1.915608e-05 4.805381e-04
 [9,] 3.377523e-04 3.359431e-04 1.069548e-04 1.638585e-04 1.871698e-04
[10,] 8.791426e-05 9.180666e-05 3.772748e-05 7.011595e-05 3.385688e-03
[11,] 2.237630e-03 3.092246e-05 5.960964e-04 1.367035e-04 1.408607e-03
[12,] 1.806855e-03 3.358493e-05 2.330438e-03 1.182174e-05 1.226776e-03
[13,] 1.216146e-03 3.080860e-04 5.389801e-04 3.838161e-06 3.727640e-03
[14,] 2.867069e-03 2.261296e-04 3.057812e-03 2.647436e-04 5.796579e-04
[15,] 2.199673e-03 5.757188e-04 1.399474e-03 1.555440e-04 1.147777e-04
[16,] 1.635634e-03 4.587920e-05 1.225371e-03 7.400015e-05 1.436894e-03
[17,] 4.241578e-03 3.558595e-04 3.103122e-03 1.287715e-05 7.733656e-04
[18,] 7.706406e-04 1.897771e-03 1.438292e-03 2.950149e-05 1.525780e-04
[19,] 1.553461e-03 2.159054e-04 1.347254e-03 6.167532e-05 3.003476e-04
[20,] 2.051565e-04 4.484069e-04 1.796443e-04 2.745724e-04 5.364253e-04
[21,] 2.510351e-03 2.808836e-04 1.670982e-03 7.646899e-05 2.967138e-04
[22,] 7.111120e-05 5.758169e-05 1.763417e-03 8.769432e-05 1.158213e-03
[23,] 7.572700e-04 1.590137e-04 3.536007e-04 3.697878e-05 1.838759e-03
[24,] 1.137530e-03 1.210780e-04 9.240612e-04 4.084906e-04 1.440582e-03
[25,] 2.996549e-04 3.880454e-04 4.233851e-04 3.371556e-04 8.921627e-04
[26,] 1.489076e-03 2.349356e-04 6.340460e-05 1.361771e-04 2.058976e-03
[27,] 1.721160e-03 8.799595e-05 6.336834e-04 2.246555e-04 4.403116e-04
[28,] 4.135337e-04 1.451544e-03 2.118036e-04 2.002366e-04 2.301102e-03
[29,] 1.671313e-03 4.485567e-04 1.068478e-03 5.176799e-05 8.136485e-04
[30,] 2.063749e-03 6.660870e-04 1.681606e-03 5.663473e-04 1.894933e-03
[31,] 2.116966e-04 2.949926e-04 2.801194e-03 1.767616e-04 1.296489e-03
[32,] 7.669020e-04 3.683064e-04 5.138700e-04 4.111227e-05 1.778921e-03
[33,] 3.960633e-04 2.294606e-04 5.184044e-04 5.659671e-05 1.349682e-03
[34,] 1.225670e-03 8.522654e-04 1.041967e-04 4.075467e-04 2.886410e-03
[35,] 1.711670e-03 5.569751e-04 5.345686e-04 3.412500e-04 2.330292e-03
[36,] 1.232021e-03 2.158708e-04 1.438944e-03 8.640104e-05 3.617880e-04
[37,] 1.845586e-03 1.769818e-03 1.999718e-03 1.035128e-04 6.608064e-06
[38,] 5.193776e-04 9.500696e-04 1.491556e-04 3.602040e-04 2.384683e-04
[39,] 8.623942e-04 4.960928e-04 1.099820e-04 9.779335e-05 3.092681e-03
[40,] 2.080062e-03 7.729509e-05 1.928473e-03 9.166273e-04 1.208616e-03
[41,] 6.965772e-04 6.124444e-04 1.648701e-03 2.694435e-04 8.196973e-04
[42,] 2.320189e-05 1.127672e-03 1.330142e-03 2.792763e-04 6.851148e-04
[43,] 2.377996e-04 6.856915e-04 3.546062e-04 6.236918e-04 1.205058e-03
[44,] 1.371308e-04 8.251748e-04 9.378372e-04 1.829501e-04 1.978113e-03
[45,] 1.071775e-03 5.288167e-04 3.677697e-03 1.262559e-07 1.669285e-03
[46,] 8.545767e-04 2.595590e-04 2.901075e-03 2.628656e-04 1.260486e-05
[47,] 6.610914e-04 1.083603e-04 3.433776e-03 1.337561e-03 1.737580e-04
[48,] 1.203223e-04 5.076498e-04 4.314399e-03 3.355781e-05 1.146327e-04
[49,] 1.288326e-03 6.852240e-04 9.810882e-04 3.589989e-05 4.801686e-05
[50,] 2.623788e-03 1.391228e-03 2.104337e-04 1.340056e-04 2.824516e-03
             [,16]        [,17]        [,18]        [,19]        [,20]
 [1,] 0.000000e+00 0.000000e+00 2.623020e-03 0.000000e+00 0.000000e+00
 [2,] 4.081774e-06 2.351022e-03 9.170562e-04 1.073074e-03 6.806242e-04
 [3,] 1.073583e-04 4.509349e-05 1.089576e-04 4.568029e-04 4.529530e-04
 [4,] 1.515757e-04 1.690362e-03 2.066290e-03 1.105971e-03 4.478308e-04
 [5,] 1.027640e-06 1.245736e-03 4.044471e-04 1.500020e-03 5.118273e-04
 [6,] 5.959788e-05 1.617741e-03 7.020863e-04 3.965063e-04 9.724934e-04
 [7,] 7.812809e-05 6.148270e-04 4.309863e-05 4.665852e-04 1.009855e-03
 [8,] 7.038908e-05 1.447363e-03 1.201734e-03 6.668953e-04 6.185623e-04
 [9,] 1.607583e-04 6.415246e-04 2.116013e-04 9.160456e-04 5.805458e-05
[10,] 3.395109e-06 2.759503e-04 4.058940e-04 3.515874e-04 2.241129e-04
[11,] 4.443588e-05 9.950568e-04 1.702013e-05 1.829833e-05 6.404321e-04
[12,] 1.124630e-04 1.071224e-04 1.428647e-03 5.371381e-04 1.098985e-03
[13,] 3.283740e-04 3.780517e-04 3.365900e-04 3.049466e-04 6.456587e-04
[14,] 1.352042e-04 3.933002e-04 9.824425e-04 1.031278e-04 6.732872e-04
[15,] 3.491725e-04 2.948289e-04 2.366314e-03 1.211327e-03 2.677941e-04
[16,] 1.609920e-06 1.668287e-03 3.401868e-03 1.943455e-04 1.137069e-04
[17,] 1.000880e-04 1.044772e-03 1.236877e-03 1.963493e-04 2.516933e-03
[18,] 3.944951e-05 1.264731e-03 4.087043e-04 3.556522e-03 3.275362e-03
[19,] 7.654797e-05 1.551307e-03 7.516849e-04 1.146452e-03 2.141092e-04
[20,] 7.193366e-05 4.086248e-04 1.114023e-03 2.895672e-04 7.712201e-04
[21,] 3.997207e-04 6.964561e-04 1.938883e-03 2.083660e-03 2.081792e-05
[22,] 2.062339e-06 4.767750e-04 7.154437e-04 5.617473e-04 3.818289e-04
[23,] 1.000077e-04 1.069399e-03 7.106910e-04 4.631107e-05 1.494850e-03
[24,] 1.116408e-04 1.654520e-03 6.448510e-04 1.346391e-03 5.259038e-04
[25,] 6.894194e-05 1.730414e-03 5.701381e-04 5.693810e-04 1.044786e-03
[26,] 1.966253e-04 2.998075e-03 2.185303e-04 8.582029e-05 3.915899e-04
[27,] 4.486814e-05 1.388159e-03 8.413082e-04 1.413287e-03 4.590906e-04
[28,] 1.002509e-04 1.014345e-04 4.462396e-04 6.094309e-04 4.139440e-04
[29,] 1.524059e-04 3.257811e-04 1.582846e-03 4.457393e-04 2.340399e-04
[30,] 1.603198e-04 1.171031e-03 1.664450e-04 2.958430e-04 7.287380e-04
[31,] 2.408624e-05 8.961516e-05 1.259603e-03 8.162216e-05 5.196791e-05
[32,] 1.520923e-04 1.312016e-03 3.194219e-04 6.816323e-04 7.188341e-05
[33,] 2.090233e-04 3.030687e-03 4.099403e-05 6.212427e-04 4.979613e-04
[34,] 6.510672e-05 3.143315e-04 2.433319e-04 3.720156e-04 1.670249e-03
[35,] 1.756834e-04 4.564343e-04 3.531803e-04 1.983668e-04 2.837838e-05
[36,] 3.893758e-05 1.113483e-03 2.435354e-04 7.316022e-04 2.291756e-04
[37,] 1.431523e-04 4.291889e-04 1.932407e-03 2.550221e-04 7.733711e-06
[38,] 2.986280e-04 3.070791e-04 2.243979e-04 2.587875e-04 1.524764e-04
[39,] 1.076306e-04 1.132630e-04 2.939049e-04 1.072636e-03 4.001806e-04
[40,] 1.095118e-04 2.551910e-05 3.511782e-05 6.514699e-05 2.338100e-03
[41,] 5.741299e-05 5.068886e-04 4.048928e-04 3.790107e-04 1.069761e-04
[42,] 2.510841e-04 9.652885e-04 1.412611e-04 1.972662e-04 2.277523e-04
[43,] 3.122949e-04 2.621092e-04 3.713415e-04 1.904159e-05 9.288006e-04
[44,] 4.479573e-05 5.916179e-05 1.284778e-03 3.636546e-05 1.237664e-03
[45,] 6.238360e-05 2.766638e-04 4.477998e-04 6.135692e-04 1.163484e-03
[46,] 2.087075e-04 5.077980e-04 1.494532e-04 3.646528e-04 6.617873e-04
[47,] 8.955954e-05 6.743319e-04 5.364295e-04 6.910985e-04 1.243495e-04
[48,] 7.774216e-05 4.015179e-04 1.288150e-03 8.070164e-04 6.731303e-04
[49,] 3.883026e-05 9.818885e-04 9.482002e-04 5.753768e-04 3.051439e-04
[50,] 1.004122e-04 1.379557e-04 1.499428e-03 6.321298e-05 3.015451e-04
             [,21]        [,22]        [,23]        [,24]        [,25]
 [1,] 0.000000e+00 0.000000e+00 8.314480e-03 0.000000e+00 0.000000e+00
 [2,] 3.384978e-05 5.556214e-04 4.809517e-03 3.183148e-05 6.384302e-05
 [3,] 1.372717e-05 2.115130e-03 3.327306e-04 4.228866e-05 2.960122e-04
 [4,] 3.258652e-04 9.146794e-04 4.419658e-04 8.005900e-06 7.635591e-05
 [5,] 5.435803e-05 3.592718e-04 1.284170e-03 2.633189e-05 3.551736e-05
 [6,] 5.369031e-05 6.313648e-04 8.473525e-04 2.662174e-05 3.194608e-04
 [7,] 2.990392e-05 6.720362e-04 1.448454e-03 1.760130e-05 7.436872e-05
 [8,] 2.167231e-04 6.518288e-04 7.520645e-04 5.283131e-06 8.863559e-05
 [9,] 1.148713e-05 1.688223e-03 2.414905e-04 1.124195e-05 3.990543e-06
[10,] 1.446884e-04 5.577058e-04 5.544782e-03 8.855987e-06 3.995910e-04
[11,] 1.723192e-04 9.917177e-04 1.618510e-03 4.313302e-06 1.148385e-04
[12,] 1.672278e-04 2.890796e-04 2.897616e-04 2.353865e-07 5.183130e-04
[13,] 3.975399e-05 2.916834e-04 5.571842e-05 8.606198e-06 1.439665e-04
[14,] 3.682609e-05 3.433579e-04 2.037056e-03 2.463387e-05 1.431340e-05
[15,] 4.766145e-04 1.150649e-03 1.028742e-03 7.783365e-05 5.654902e-05
[16,] 2.478980e-04 2.032451e-05 2.319298e-04 2.731038e-05 4.215097e-05
[17,] 4.362272e-05 7.175957e-04 7.913274e-05 9.629761e-05 6.398211e-04
[18,] 1.841906e-05 5.633984e-04 1.161536e-03 7.012274e-05 2.336542e-04
[19,] 8.283960e-05 1.610700e-04 3.010018e-04 9.419375e-06 1.355637e-05
[20,] 3.018356e-04 1.050800e-03 9.136208e-04 1.372697e-05 1.786593e-04
[21,] 7.639189e-05 2.185841e-04 1.562368e-03 1.880815e-05 3.918579e-04
[22,] 2.801543e-04 2.488758e-07 4.871045e-04 1.760975e-05 4.981407e-05
[23,] 1.291412e-04 2.854263e-04 6.980603e-04 1.982458e-05 4.769846e-05
[24,] 3.023467e-04 1.639782e-03 2.437104e-03 2.381716e-05 1.880468e-04
[25,] 8.404495e-05 3.821539e-04 1.054958e-03 3.128637e-05 9.159478e-05
[26,] 1.814596e-05 1.416481e-04 1.973551e-04 1.072141e-04 1.006329e-04
[27,] 1.224029e-05 1.347655e-04 2.505785e-03 4.416110e-06 7.112755e-05
[28,] 3.732331e-05 4.564670e-04 7.989561e-05 8.379189e-05 1.130108e-04
[29,] 9.251041e-05 6.104671e-04 1.048754e-03 2.962269e-05 7.791545e-05
[30,] 1.367336e-04 4.635829e-04 4.026588e-04 2.068756e-05 4.741647e-04
[31,] 1.032170e-04 1.784564e-03 5.805475e-04 5.542043e-06 3.557057e-04
[32,] 1.500391e-05 1.790440e-03 3.514907e-03 4.731409e-05 2.034469e-04
[33,] 4.122149e-05 9.189643e-04 3.322855e-03 3.548569e-05 5.858729e-04
[34,] 1.895729e-04 1.219404e-03 3.003689e-04 1.396313e-05 1.211748e-04
[35,] 1.242883e-04 1.634109e-04 8.963321e-04 8.429689e-05 3.865472e-06
[36,] 9.175441e-05 1.221031e-03 1.669320e-04 7.955609e-05 4.687939e-04
[37,] 1.223280e-04 3.896169e-04 3.348735e-04 3.714013e-05 2.500481e-04
[38,] 5.000820e-05 8.253489e-04 1.696915e-03 1.588745e-05 6.840324e-05
[39,] 2.772738e-04 3.376221e-03 9.104934e-04 1.021583e-04 1.188040e-04
[40,] 2.417785e-04 9.767753e-04 1.770186e-06 2.870820e-05 8.005491e-05
[41,] 3.545320e-04 4.191429e-04 1.531582e-03 6.188824e-05 5.778052e-04
[42,] 5.135435e-05 1.074551e-03 2.307885e-03 5.258266e-08 3.106222e-04
[43,] 1.874615e-05 5.428382e-04 3.399997e-03 3.052817e-05 4.308324e-04
[44,] 5.529427e-05 2.607282e-04 6.910237e-04 1.816806e-05 1.550422e-04
[45,] 5.960377e-04 6.473137e-04 8.392463e-04 1.318876e-05 4.110469e-05
[46,] 7.517993e-05 3.462167e-04 9.440566e-04 5.016848e-06 4.525339e-05
[47,] 6.101890e-05 2.286534e-03 2.913731e-03 3.711352e-05 1.101779e-04
[48,] 6.944155e-05 5.398022e-04 1.676958e-03 3.537329e-05 1.518996e-04
[49,] 3.162061e-04 7.472797e-05 1.298858e-04 6.393339e-07 2.868456e-05
[50,] 4.930186e-04 1.381128e-03 2.718853e-03 3.184966e-05 3.895469e-04
             [,26]        [,27]        [,28]        [,29]        [,30]
 [1,] 2.814908e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 [2,] 2.939404e-03 1.496937e-03 3.110956e-04 7.673098e-04 6.862475e-05
 [3,] 2.519430e-03 6.151291e-04 2.489791e-05 1.841806e-04 1.195744e-04
 [4,] 2.850190e-03 7.171737e-05 7.715010e-04 1.835245e-03 1.057613e-04
 [5,] 4.204307e-03 9.462477e-06 1.085248e-04 5.103940e-04 2.901731e-04
 [6,] 1.531990e-03 1.490824e-04 6.141308e-04 4.997628e-04 5.028894e-05
 [7,] 2.544187e-03 3.238801e-04 2.602212e-04 1.888015e-03 8.231142e-06
 [8,] 1.857949e-03 3.530826e-04 1.833518e-03 1.211714e-03 6.815814e-04
 [9,] 5.846475e-04 1.246652e-03 5.963290e-04 4.457463e-04 4.075055e-04
[10,] 5.225574e-05 1.407056e-03 2.127271e-04 4.901815e-04 1.557251e-04
[11,] 1.083923e-03 4.033553e-03 8.937570e-05 1.600760e-04 3.980891e-04
[12,] 2.261839e-03 1.405275e-03 6.894145e-05 1.295500e-03 1.683634e-03
[13,] 3.968899e-03 3.861507e-03 2.616282e-04 1.951665e-03 1.649831e-03
[14,] 3.870297e-03 4.239435e-03 4.984619e-04 2.626203e-06 3.355455e-04
